orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
165,JOHAN,7,7/24/1996,8/14/1996,8/1/1996,2,30.5,NULL,"Sonja-Koch-Allee 68
92392 Hohenstein-Ernstthal",Hohenstein-Ernstthal,2,"68
92392 ",Germany
166,MöCH,9,7/24/1996,10/21/1996,10/11/1996,3,17.6,NULL,"Hölzenbecherring 4
11530 Dinslaken",inslaken,4,"4
11530 D",Germany
167,SCHOL,5,7/25/1996,9/27/1996,8/10/1996,2,77.5,NULL,"Eberhardtweg 255
04038 Reutlingen", Reutlingen,3,"255
04038",Germany
168,LORCH,4,7/26/1996,9/10/1996,8/23/1996,1,66.7,NULL,"Sergej-Binner-Ring 81
61826 Gütersloh",Gütersloh,2,"81
61826 ",Germany
169,STIFF,4,7/26/1996,8/8/1996,7/26/1996,1,42.4,NULL,"Gehringergasse 5
50608 Diepholz",iepholz,4,"5
50608 D",Germany
170,HENCK,6,7/26/1996,9/2/1996,7/27/1996,1,81.6,NULL,"Pamela-Stahr-Weg 43
96301 Merseburg",Merseburg,4,"43
96301 ",Germany
171,FREUD,3,7/28/1996,9/12/1996,7/28/1996,2,1.4,NULL,"Danuta-Aumann-Straße 5/7
36390 Neustadtner Waldnaab", Neustadtner Waldnaab,3,"5/7
36390",Germany
172,BAUM,3,7/28/1996,9/14/1996,8/23/1996,1,99.3,NULL,"Josephine-Hentschel-Ring 7/2
58548 Groß-Gerau", Groß-Gerau,4,"7/2
58548",Germany
173,LöWE,7,7/29/1996,8/12/1996,8/2/1996,3,76.8,NULL,"Gabriele-Rudolph-Platz 1/5
50734 Artern", Artern,2,"1/5
50734",Germany
174,GUMPR,8,7/29/1996,9/23/1996,9/11/1996,1,99.9,NULL,"Drewesgasse 71
11958 Neuss",Neuss,1,"71
11958 ",Germany
175,NERGE,8,7/29/1996,10/25/1996,9/24/1996,2,74.7,NULL,"Milos-Linke-Platz 2/4
92841 Riesa", Riesa,4,"2/4
92841",Germany
176,CARST,8,7/30/1996,9/7/1996,8/9/1996,2,1.1,NULL,"Zeljko-auch Schlauchin-Weg 6/1
60051 Neuruppin","-Weg 6/1
60051 Neuruppin",4,Schlauchin,Germany
177,SEIFE,2,7/31/1996,9/29/1996,8/22/1996,3,16.2,NULL,"Corinne-Lachmann-Ring 341
45096 Fallingbostel", Fallingbostel,3,"341
45096",Germany
178,BUTTE,1,7/31/1996,8/30/1996,8/3/1996,1,93.7,NULL,"Guntram-Staude-Gasse 410
27971 Hildesheim", Hildesheim,4,"410
27971",Germany
179,LüBS,2,7/31/1996,10/28/1996,8/29/1996,3,39.8,NULL,"Wesackstr. 92
78547 Perleberg",Perleberg,1,"92
78547 ",Germany
180,BAUER,4,7/31/1996,10/22/1996,8/11/1996,2,15.5,NULL,"Bachmannring 8
98747 Flöha",löha,1,"8
98747 F",Germany
181,BECKE,9,7/31/1996,9/8/1996,8/22/1996,2,26.7,NULL,"Esther-Döring-Platz 538
94965 Magdeburg", Magdeburg,3,"538
94965",Germany
182,BUCHH,8,8/1/1996,9/17/1996,8/24/1996,3,39.6,NULL,"Günter-Werner-Gasse 4/3
65722 Ebersberg", Ebersberg,2,"4/3
65722",Germany
183,JACOB,7,8/2/1996,10/26/1996,8/25/1996,1,92.6,NULL,"Conradiring 5
63971 Schrobenhausen",chrobenhausen,2,"5
63971 S",Germany
184,KäST,3,8/2/1996,11/7/1996,9/17/1996,3,20,NULL,"Heiko-Ladeck-Weg 9
50116 Altentreptow",ltentreptow,2,"9
50116 A",Germany
185,ZIMME,4,8/3/1996,9/5/1996,8/9/1996,1,56.1,NULL,"Antonia-Döring-Gasse 7
64973 Monschau",onschau,3,"7
64973 M",Germany
186,SCHOL,3,8/4/1996,8/24/1996,8/6/1996,1,16.5,NULL,"Loosring 448
24596 Prenzlau", Prenzlau,4,"448
24596",Germany
187,HERIN,8,8/4/1996,10/31/1996,10/8/1996,2,76,NULL,"Bohlanderallee 2/9
85077 Gunzenhausen", Gunzenhausen,1,"2/9
85077",Germany
188,KAMBS,2,8/4/1996,9/13/1996,8/25/1996,3,52.7,NULL,"Heinstraße 2/0
46941 Worbis", Worbis,4,"2/0
46941",Germany
189,DIETZ,7,8/5/1996,8/29/1996,8/5/1996,3,92.8,NULL,"Schuchhardtgasse 677
21925 Mellrichstadt", Mellrichstadt,1,"677
21925",Germany
190,KRUSC,4,8/5/1996,9/23/1996,8/24/1996,3,98.2,NULL,"Naserweg 7
94226 Lobenstein",obenstein,2,"7
94226 L",Germany
191,GERTZ,7,8/5/1996,10/6/1996,9/11/1996,2,44.3,NULL,"Herrmann-Sontag-Platz 8
06608 Apolda",polda,2,"8
06608 A",Germany
192,SCHAA,2,8/6/1996,8/20/1996,8/9/1996,1,96,NULL,"Zirmeplatz 3/7
37704 Bützow", Bützow,2,"3/7
37704",Germany
193,HäRI,7,8/6/1996,9/9/1996,8/28/1996,2,59.1,NULL,"Cemil-Carsten-Platz 27
43327 Passau",Passau,1,"27
43327 ",Germany
194,HEIN,3,8/6/1996,8/25/1996,8/13/1996,2,45.7,NULL,"Bohlanderplatz 0
59730 Fürstenfeldbruck",ürstenfeldbruck,1,"0
59730 F",Germany
195,ZAHN ,1,8/6/1996,10/21/1996,8/16/1996,3,53.8,NULL,"Esther-Döring-Platz 538
94965 Magdeburg", Magdeburg,2,"538
94965",Germany
196,JOHAN,1,8/8/1996,9/15/1996,8/31/1996,2,4.9,NULL,"Birger-Schönland-Ring 5/8
69219 Senftenberg", Senftenberg,1,"5/8
69219",Germany
197,SCHü,7,8/8/1996,9/30/1996,8/16/1996,3,10.7,NULL,"Holtallee 58
01930 Hainichen",Hainichen,2,"58
01930 ",Germany
198,TäSC,2,8/8/1996,9/21/1996,9/4/1996,3,97.7,NULL,"Heiko-Ladeck-Weg 9
50116 Altentreptow",ltentreptow,4,"9
50116 A",Germany
199,BIRNB,7,8/9/1996,9/10/1996,8/26/1996,2,92.9,NULL,"Wigbert-Kramer-Platz 95
61813 Wertingen",Wertingen,4,"95
61813 ",Germany
200,HENSC,4,8/9/1996,9/29/1996,8/13/1996,2,95.7,NULL,"Adrian-Hiller-Straße 4/0
25180 Kehl", Kehl,3,"4/0
25180",Germany
201,HEIDR,6,8/10/1996,9/8/1996,8/13/1996,1,21.3,NULL,"Bruderplatz 118
88604 Jessen", Jessen,4,"118
88604",Germany
202,FRANK,5,8/11/1996,9/10/1996,8/23/1996,3,86.5,NULL,"Schachtstraße 9
03341 Strasburg",trasburg,1,"9
03341 S",Germany
203,MUDE ,7,8/12/1996,10/23/1996,8/17/1996,1,14.6,NULL,"Pamela-Stahr-Weg 43
96301 Merseburg",Merseburg,4,"43
96301 ",Germany
204,LADEC,5,8/12/1996,10/14/1996,9/3/1996,2,58.4,NULL,"Irmingard-Bien-Allee 12
08012 Stade",Stade,4,"12
08012 ",Germany
205,FECHN,3,8/12/1996,11/4/1996,10/11/1996,2,40.8,NULL,"Schinkegasse 10
01722 Göppingen",Göppingen,4,"10
01722 ",Germany
206,JUNCK,4,8/12/1996,9/13/1996,8/19/1996,2,4.5,NULL,"Schäfergasse 5/1
84401 Teterow", Teterow,3,"5/1
84401",Germany
207,OTTO ,3,8/13/1996,9/28/1996,8/19/1996,1,8,NULL,"Leonore-Zorbach-Allee 782
20026 Hamburg", Hamburg,4,"782
20026",Germany
208,AUMAN,4,8/14/1996,10/17/1996,10/4/1996,2,71.5,NULL,"Birnbaumallee 99
75377 Uelzen",Uelzen,2,"99
75377 ",Germany
209,GEHRI,7,8/14/1996,11/4/1996,8/14/1996,3,36.8,NULL,"Tillmann-Pölitz-Straße 0/7
46697 Parchim", Parchim,1,"0/7
46697",Germany
210,WAGEN,7,8/14/1996,9/11/1996,8/25/1996,3,68.1,NULL,"Drubinstraße 2/2
46795 Chemnitz", Chemnitz,4,"2/2
46795",Germany
211,SCHAC,7,8/14/1996,11/11/1996,10/4/1996,2,76.2,NULL,"Hoffmannstraße 67
65972 Säckingen",Säckingen,1,"67
65972 ",Germany
212,PRUSC,6,8/14/1996,8/28/1996,8/18/1996,2,64.3,NULL,"Martina-Hamann-Straße 667
17837 Freudenstadt", Freudenstadt,4,"667
17837",Germany
213,MöCH,6,8/15/1996,10/25/1996,9/7/1996,1,59,NULL,"Carmine-Ortmann-Weg 2/5
05313 Gunzenhausen", Gunzenhausen,3,"2/5
05313",Germany
214,THIES,6,8/17/1996,9/20/1996,9/6/1996,3,32.2,NULL,"August-Schönland-Gasse 0
07712 Eggenfelden",ggenfelden,1,"0
07712 E",Germany
215,ROSKO,4,8/17/1996,9/1/1996,8/19/1996,2,89.5,NULL,"Wigbert-Kramer-Platz 95
61813 Wertingen",Wertingen,1,"95
61813 ",Germany
216,SORGA,4,8/17/1996,10/2/1996,8/19/1996,2,72,NULL,"August-Schönland-Gasse 0
07712 Eggenfelden",ggenfelden,2,"0
07712 E",Germany
217,SALZ ,3,8/19/1996,10/21/1996,9/24/1996,3,73.5,NULL,"Valerij-Heinrich-Platz 1
32225 Melsungen",elsungen,2,"1
32225 M",Germany
218,LIEBE,8,8/21/1996,9/25/1996,8/25/1996,3,73.5,NULL,"Winklerplatz 3/9
51866 Aschaffenburg", Aschaffenburg,1,"3/9
51866",Germany
219,HARTM,5,8/21/1996,10/23/1996,10/12/1996,1,57.9,NULL,"Drubstr. 07
48645 Bitterfeld",Bitterfeld,1,"07
48645 ",Germany
220,SAUER,7,8/21/1996,10/11/1996,8/23/1996,1,87.2,NULL,"Kreuselgasse 9
68897 Merseburg",erseburg,1,"9
68897 M",Germany
221,LADEC,3,8/23/1996,10/3/1996,8/30/1996,3,71.2,NULL,"Junckstr. 4
67570 Nürtingen",ürtingen,3,"4
67570 N",Germany
222,SCHMI,5,8/23/1996,9/3/1996,8/24/1996,3,44,NULL,"Constanze-Grein Groth-Weg 04
46469 Quedlinburg","04
46469 Quedlinburg",4,Groth-Weg ,Germany
223,LADEC,1,8/23/1996,10/24/1996,9/22/1996,1,82.9,NULL,"Nadeshda-Sager-Ring 2/3
34478 Beilngries", Beilngries,3,"2/3
34478",Germany
224,EIGEN,6,8/24/1996,11/1/1996,9/3/1996,2,69.8,NULL,"Wigbert-Kramer-Platz 95
61813 Wertingen",Wertingen,4,"95
61813 ",Germany
225,BAUM,3,8/25/1996,10/12/1996,9/14/1996,1,51.2,NULL,"Gehringergasse 5
50608 Diepholz",iepholz,3,"5
50608 D",Germany
226,NERGE,7,8/25/1996,11/30/1996,11/6/1996,1,56.6,NULL,"Ibrahim-Bolzmann-Allee 4
71254 Strasburg",trasburg,3,"4
71254 S",Germany
227,ATZLE,2,8/25/1996,10/25/1996,8/25/1996,1,55.2,NULL,"Rohtring 2
30760 Vohenstrauß",ohenstrauß,1,"2
30760 V",Germany
228,MEIST,7,8/26/1996,9/26/1996,9/11/1996,2,25.5,NULL,"Bohlanderstr. 8
62701 Backnang",acknang,3,"8
62701 B",Germany
229,HöFI,2,8/26/1996,11/18/1996,9/4/1996,3,24.2,NULL,"Katrin-Siering-Straße 2
80358 Eutin",utin,4,"2
80358 E",Germany
230,JäNT,1,8/27/1996,11/28/1996,11/16/1996,2,96.6,NULL,"Senta-Schulz-Gasse 33
13526 Nauen",Nauen,4,"33
13526 ",Germany
231,WEINH,5,8/28/1996,10/25/1996,9/27/1996,3,74.9,NULL,"Francesco-Roskoth-Straße 1/7
72386 Quedlinburg", Quedlinburg,1,"1/7
72386",Germany
232,WIRTH,6,8/29/1996,10/5/1996,9/2/1996,2,39.7,NULL,"Heinz-Gerd-Sölzer-Gasse 23
45361 Witzenhausen",Witzenhausen,1,"23
45361 ",Germany
233,KLAPP,5,8/29/1996,11/18/1996,10/14/1996,3,63.6,NULL,"Bohlanderplatz 0
59730 Fürstenfeldbruck",ürstenfeldbruck,4,"0
59730 F",Germany
234,DIETZ,1,8/31/1996,9/30/1996,9/11/1996,3,3.1,NULL,"Jacobstr. 0/9
33064 Monschau", Monschau,1,"0/9
33064",Germany
235,SöDI,5,9/1/1996,10/10/1996,9/26/1996,3,54.4,NULL,"Jost-Trubin-Platz 90
69119 Höxter",Höxter,3,"90
69119 ",Germany
236,HöVE,4,9/1/1996,10/23/1996,9/10/1996,3,79.4,NULL,"Weißstr. 24
13500 Uelzen",Uelzen,1,"24
13500 ",Germany
237,GORLI,8,9/2/1996,9/30/1996,9/4/1996,2,68.5,NULL,"Arndt-Karge-Platz 90
16776 Hannover",Hannover,2,"90
16776 ",Germany
238,CICHO,3,9/2/1996,11/14/1996,9/9/1996,2,90.4,NULL,"Holtallee 58
01930 Hainichen",Hainichen,4,"58
01930 ",Germany
239,SCHOM,5,9/3/1996,11/5/1996,9/5/1996,2,28.9,NULL,"Kochplatz 4/4
43815 Uelzen", Uelzen,3,"4/4
43815",Germany
240,ROSKO,3,9/3/1996,11/16/1996,9/3/1996,2,84.4,NULL,"Olena-Schäfer-Weg 7/6
10323 Werdau", Werdau,2,"7/6
10323",Germany
241,JUNCK,3,9/3/1996,11/19/1996,10/13/1996,1,57.6,NULL,"Kösterweg 15
75990 Lichtenfels",Lichtenfels,1,"15
75990 ",Germany
242,KäST,1,9/4/1996,11/4/1996,9/16/1996,3,49.9,NULL,"Butteweg 6
48836 Bad Brückenau",ad Brückenau,1,"6
48836 B",Germany
243,FREUD,4,9/5/1996,10/30/1996,9/17/1996,3,73.5,NULL,"Wesackstr. 92
78547 Perleberg",Perleberg,1,"92
78547 ",Germany
244,DREWE,1,9/6/1996,10/8/1996,9/23/1996,3,87.4,NULL,"Mathilde-Junitz-Ring 5/2
62020 Luckenwalde", Luckenwalde,1,"5/2
62020",Germany
245,ROHT,1,9/7/1996,12/10/1996,11/15/1996,2,45,NULL,"Schmidtweg 2
46261 Freital",reital,1,"2
46261 F",Germany
246,STOLL,2,9/7/1996,12/9/1996,10/23/1996,3,99.1,NULL,"Ignatz-Bolnbach-Gasse 8/4
58425 Ravensburg", Ravensburg,3,"8/4
58425",Germany
247,BöRN,8,9/8/1996,10/26/1996,9/14/1996,2,82.8,NULL,"Gretl-Pieper-Platz 726
07541 Fallingbostel", Fallingbostel,2,"726
07541",Germany
248,SCHMI,1,9/9/1996,11/10/1996,10/6/1996,1,44.2,NULL,"Necati-Christoph-Gasse 826
34790 Seelow", Seelow,2,"826
34790",Germany
249,CARST,2,9/10/1996,10/29/1996,10/10/1996,3,64.2,NULL,"Andreas-Nette-Platz 935
73001 Eilenburg", Eilenburg,3,"935
73001",Germany
250,HEIN ,5,9/10/1996,12/19/1996,9/27/1996,2,33.5,NULL,"Vollbrechtplatz 8
13764 Schwerin",chwerin,2,"8
13764 S",Germany
251,BAUM,3,9/10/1996,10/12/1996,10/2/1996,2,81.5,NULL,"Irena-Ullrich-Gasse 0/8
66340 Wittstock", Wittstock,1,"0/8
66340",Germany
252,CUSTOMERID,1,9/10/1996,11/1/1996,10/13/1996,1,59.1,NULL,"Hörlestraße 83
94753 Bersenbrück",Bersenbrück,1,"83
94753 ",Germany
253,ZORBA,9,9/11/1996,9/24/1996,9/14/1996,3,32.2,NULL,"Michaela-Schüler-Ring 83
89721 Kehl",Kehl,2,"83
89721 ",Germany
254,HENSC,6,9/11/1996,9/26/1996,9/15/1996,1,2.6,NULL,"Schwitalring 880
19940 Zossen", Zossen,2,"880
19940",Germany
255,BEYER,2,9/11/1996,11/3/1996,9/11/1996,1,28,NULL,"Maja-Lange-Gasse 6
94712 Eisenhüttenstadt",isenhüttenstadt,2,"6
94712 E",Germany
256,ROGGE,2,9/12/1996,10/26/1996,10/7/1996,2,29.8,NULL,"Maria-Luise-Scheel-Allee 1/2
50385 Grevenbroich", Grevenbroich,3,"1/2
50385",Germany
257,NASER,4,9/12/1996,11/27/1996,10/29/1996,1,90.4,NULL,"Mühleweg 7
98012 Saarlouis",aarlouis,1,"7
98012 S",Germany
258,GUMPR,2,9/14/1996,11/24/1996,11/14/1996,1,86.9,NULL,"Schmidtweg 2
46261 Freital",reital,1,"2
46261 F",Germany
259,MEIST,6,9/16/1996,12/19/1996,11/8/1996,2,37.6,NULL,"Geißlerallee 729
77104 Finsterwalde", Finsterwalde,3,"729
77104",Germany
260,STUMP,8,9/16/1996,11/6/1996,10/22/1996,3,27.8,NULL,"Denise-Buchholz-Allee 289
00011 Sternberg", Sternberg,4,"289
00011",Germany
261,LöWE,8,9/16/1996,11/16/1996,11/4/1996,2,37.5,NULL,"Blochallee 3/4
79432 Stuttgart", Stuttgart,3,"3/4
79432",Germany
262,OTTO,3,9/16/1996,12/11/1996,11/4/1996,2,11.6,NULL,"Inna-Vollbrecht-Allee 6/0
63062 Wurzen", Wurzen,2,"6/0
63062",Germany
263,SCHMI,3,9/17/1996,11/4/1996,9/26/1996,1,39.1,NULL,"Hövelstraße 1
66200 Ludwigsburg",udwigsburg,4,"1
66200 L",Germany
264,LANGE,2,9/18/1996,12/23/1996,10/1/1996,3,46,NULL,"Ditmar-Fröhlich-Platz 15
06805 Helmstedt",Helmstedt,1,"15
06805 ",Germany
265,HENSC,1,9/19/1996,10/3/1996,9/19/1996,3,10.4,NULL,"Vincent-Ernst-Weg 19
51097 Neuss",Neuss,4,"19
51097 ",Germany
266,WULF ,6,9/19/1996,12/22/1996,11/25/1996,1,81.4,NULL,"Cemal-Scheuermann-Weg 5
66982 Dessau",essau,3,"5
66982 D",Germany
267,NASER,1,9/19/1996,12/20/1996,9/27/1996,1,28.1,NULL,"Gierschnerallee 9/7
45448 Pegnitz", Pegnitz,2,"9/7
45448",Germany
268,KöST,4,9/19/1996,10/7/1996,9/27/1996,3,58.1,NULL,"Goran-Faust-Straße 5/2
91453 Kemnath", Kemnath,2,"5/2
91453",Germany
269,KALLE,9,9/21/1996,11/22/1996,10/14/1996,3,46.1,NULL,"Klaus-Michael-Adler-Ring 164
96704 Jülich", Jülich,2,"164
96704",Germany
270,LORCH,4,9/22/1996,12/6/1996,9/23/1996,3,27.1,NULL,"Drubinstraße 2/2
46795 Chemnitz", Chemnitz,1,"2/2
46795",Germany
271,NASER,2,9/23/1996,12/12/1996,10/24/1996,3,29.4,NULL,"Dan-Weinhold-Straße 887
17347 Mellrichstadt", Mellrichstadt,3,"887
17347",Germany
272,SALZ ,3,9/24/1996,12/8/1996,10/26/1996,1,16.4,NULL,"Drewesgasse 71
11958 Neuss",Neuss,4,"71
11958 ",Germany
273,WESAC,7,9/24/1996,10/7/1996,9/24/1996,2,62.9,NULL,"Holtallee 58
01930 Hainichen",Hainichen,4,"58
01930 ",Germany
274,KOCH ,9,9/24/1996,12/30/1996,11/23/1996,2,64.3,NULL,"Krokerplatz 545
83219 Schongau", Schongau,4,"545
83219",Germany
275,AUMAN,1,9/25/1996,10/6/1996,9/26/1996,3,35.9,NULL,"Salzstraße 9
87357 Wurzen",urzen,1,"9
87357 W",Germany
276,STEIN,3,9/26/1996,12/29/1996,12/2/1996,1,18.5,NULL,"Drubinstraße 2/2
46795 Chemnitz", Chemnitz,2,"2/2
46795",Germany
277,POHL ,5,9/26/1996,1/3/1997,11/2/1996,1,22.5,NULL,"Maik-Schottin-Gasse 3
05898 Kyritz",yritz,3,"3
05898 K",Germany
278,FRöH,8,9/26/1996,12/27/1996,10/17/1996,1,45.5,NULL,"Schäfergasse 5/1
84401 Teterow", Teterow,4,"5/1
84401",Germany
279,SCHWI,7,9/27/1996,12/22/1996,10/21/1996,3,42.4,NULL,"Boucseinring 423
31178 Kulmbach", Kulmbach,4,"423
31178",Germany
280,DREWE,4,9/27/1996,11/24/1996,11/9/1996,3,30.4,NULL,"Reisingallee 62
78550 Calau",Calau,1,"62
78550 ",Germany
281,HENSC,9,9/28/1996,12/2/1996,11/11/1996,2,84.3,NULL,"Wilmsring 8
99863 Flöha",löha,2,"8
99863 F",Germany
282,JUNCK,6,9/28/1996,12/7/1996,11/8/1996,1,8,NULL,"Briemerstr. 701
09141 Fallingbostel", Fallingbostel,3,"701
09141",Germany
283,KUSCH,8,9/28/1996,10/20/1996,9/28/1996,2,98.7,NULL,"Yvette-Beier-Ring 9
37070 Halberstadt",alberstadt,1,"9
37070 H",Germany
284,ZIMME,7,9/28/1996,12/18/1996,9/30/1996,1,67.8,NULL,"Josephine-Hentschel-Ring 7/2
58548 Groß-Gerau", Groß-Gerau,3,"7/2
58548",Germany
285,HILLE,7,9/30/1996,12/8/1996,10/1/1996,2,11.6,NULL,"Kochplatz 4/4
43815 Uelzen", Uelzen,2,"4/4
43815",Germany
286,METZ,1,9/30/1996,12/28/1996,10/17/1996,3,79.5,NULL,"Yvette-Beier-Ring 9
37070 Halberstadt",alberstadt,3,"9
37070 H",Germany
287,TäSC,4,10/1/1996,10/15/1996,10/2/1996,3,15,NULL,"Zobelstraße 578
16565 Säckingen", Säckingen,3,"578
16565",Germany
288,HEIN ,6,10/2/1996,1/10/1997,12/29/1996,3,71.3,NULL,"Schäfergasse 5/1
84401 Teterow", Teterow,4,"5/1
84401",Germany
289,JüTT,1,10/3/1996,12/20/1996,10/8/1996,1,35.3,NULL,"Danuta-Aumann-Straße 5/7
36390 Neustadtner Waldnaab", Neustadtner Waldnaab,1,"5/7
36390",Germany
290,SCHAC,7,10/3/1996,1/2/1997,11/29/1996,2,69.3,NULL,"Mathilde-Junitz-Ring 5/2
62020 Luckenwalde", Luckenwalde,3,"5/2
62020",Germany
291,GORLI,1,10/5/1996,12/22/1996,11/28/1996,2,36.2,NULL,"Olena-Schäfer-Weg 7/6
10323 Werdau", Werdau,4,"7/6
10323",Germany
292,WESAC,6,10/5/1996,11/24/1996,11/4/1996,2,12.5,NULL,"Gierschnerallee 9/7
45448 Pegnitz", Pegnitz,3,"9/7
45448",Germany
293,TEXTO,1,10/5/1996,12/28/1996,10/14/1996,2,11.7,NULL,"Dogan-Köhler-Allee 546
59494 Gelnhausen", Gelnhausen,3,"546
59494",Germany
294,STOLZ,8,10/5/1996,11/25/1996,11/15/1996,1,76.8,NULL,"Hanife-Schuster-Allee 45
89867 Strausberg",Strausberg,3,"45
89867 ",Germany
295,FISCH,8,10/8/1996,1/4/1997,11/26/1996,2,27.5,NULL,"Nohlmansweg 1/1
99224 Heinsberg", Heinsberg,4,"1/1
99224",Germany
296,HOFFM,4,10/9/1996,11/7/1996,10/10/1996,2,38.1,NULL,"Bohlanderstr. 8
62701 Backnang",acknang,1,"8
62701 B",Germany
297,BOHNB,5,10/10/1996,10/22/1996,10/11/1996,1,86.8,NULL,"Reisingallee 62
78550 Calau",Calau,4,"62
78550 ",Germany
298,MUDE ,5,10/10/1996,1/12/1997,11/7/1996,3,47.9,NULL,"Nelly-Warmer-Gasse 507
03770 Wesel", Wesel,1,"507
03770",Germany
299,LüBS,1,10/11/1996,10/31/1996,10/16/1996,2,5.5,NULL,"Olena-Schäfer-Weg 7/6
10323 Werdau", Werdau,4,"7/6
10323",Germany
300,KITZM,3,10/11/1996,12/24/1996,11/28/1996,2,29.6,NULL,"Heinstraße 2/0
46941 Worbis", Worbis,1,"2/0
46941",Germany
301,JOPIC,3,10/12/1996,1/14/1997,1/1/1997,1,93,NULL,"Maja-Lange-Gasse 6
94712 Eisenhüttenstadt",isenhüttenstadt,4,"6
94712 E",Germany
302,ROGGE,9,10/12/1996,11/30/1996,11/16/1996,2,36.3,NULL,"Rotraut-Bolander-Ring 6
20847 Badalzungen",adalzungen,1,"6
20847 B",Germany
303,WARME,3,10/12/1996,10/26/1996,10/13/1996,1,75.3,NULL,"Röhrdanzstraße 5
55309 Pasewalk",asewalk,4,"5
55309 P",Germany
304,FISCH,1,10/13/1996,11/8/1996,10/22/1996,1,71.5,NULL,"Schwitalring 880
19940 Zossen", Zossen,2,"880
19940",Germany
305,BOLNB,2,10/14/1996,1/7/1997,12/6/1996,1,95.5,NULL,"Salzplatz 507
30349 Fürstenfeldbruck", Fürstenfeldbruck,3,"507
30349",Germany
306,ROSEM,3,10/15/1996,11/4/1996,10/19/1996,1,44.4,NULL,"Birger-Schönland-Ring 5/8
69219 Senftenberg", Senftenberg,2,"5/8
69219",Germany
307,LöWE,7,10/17/1996,12/5/1996,11/10/1996,3,67.6,NULL,"Adlergasse 24
93839 Viersen",Viersen,4,"24
93839 ",Germany
308,HEINR,6,10/17/1996,12/19/1996,10/19/1996,1,17.1,NULL,"Tillmann-Pölitz-Straße 0/7
46697 Parchim", Parchim,2,"0/7
46697",Germany
309,ZORBA,9,10/17/1996,12/5/1996,11/1/1996,2,2,NULL,"Bachmannring 8
98747 Flöha",löha,2,"8
98747 F",Germany
310,HENSC,1,10/18/1996,11/27/1996,11/16/1996,1,98.2,NULL,"Junitzgasse 220
84359 Freudenstadt", Freudenstadt,3,"220
84359",Germany
311,CICHO,1,10/20/1996,12/3/1996,11/11/1996,1,57.5,NULL,"Horniggasse 7/5
99665 Fürstenwalde", Fürstenwalde,2,"7/5
99665",Germany
312,TEXTO,6,10/20/1996,11/15/1996,10/29/1996,2,36.9,NULL,"Birnbaumallee 99
75377 Uelzen",Uelzen,4,"99
75377 ",Germany
313,OTTO ,7,10/20/1996,1/26/1997,10/20/1996,1,90,NULL,"Blochallee 3/4
79432 Stuttgart", Stuttgart,1,"3/4
79432",Germany
314,GUDE,7,10/21/1996,12/28/1996,10/28/1996,3,41.2,NULL,"Holtallee 58
01930 Hainichen",Hainichen,2,"58
01930 ",Germany
315,MöCH,4,10/22/1996,12/7/1996,11/22/1996,1,27.1,NULL,"Bachmannring 8
98747 Flöha",löha,3,"8
98747 F",Germany
316,KLAPP,1,10/23/1996,12/30/1996,11/18/1996,1,22.3,NULL,"Röhrdanzstraße 5
55309 Pasewalk",asewalk,4,"5
55309 P",Germany
317,SCHü,5,10/23/1996,12/13/1996,11/18/1996,1,82.7,NULL,"Hendriksgasse 2/6
67266 Niesky", Niesky,2,"2/6
67266",Germany
318,SCHOL,6,10/24/1996,1/17/1997,11/27/1996,2,36.9,NULL,"Fischerstr. 8/5
88848 Werdau", Werdau,3,"8/5
88848",Germany
319,OTTO,2,10/24/1996,11/14/1996,11/3/1996,1,77,NULL,"Birger-Schönland-Ring 5/8
69219 Senftenberg", Senftenberg,2,"5/8
69219",Germany
320,HöRL,5,10/24/1996,1/13/1997,12/31/1996,1,99.9,NULL,"Helga-Höfig-Allee 1/7
83296 Ansbach", Ansbach,2,"1/7
83296",Germany
321,WEIME,7,10/26/1996,1/4/1997,12/24/1996,3,70.8,NULL,"Spießallee 07
63135 Lemgo",Lemgo,1,"07
63135 ",Germany
322,LANGE,6,10/28/1996,1/23/1997,10/28/1996,2,26.5,NULL,"Kösterweg 15
75990 Lichtenfels",Lichtenfels,2,"15
75990 ",Germany
323,KITZM,1,10/30/1996,1/13/1997,11/24/1996,3,29.2,NULL,"Haufferring 20
08497 Freising",Freising,4,"20
08497 ",Germany
324,NASER,2,10/30/1996,1/15/1997,12/19/1996,3,90.5,NULL,"Heinstraße 2/0
46941 Worbis", Worbis,2,"2/0
46941",Germany
325,KITZM,8,10/31/1996,12/24/1996,11/17/1996,2,96.1,NULL,"Michaela-Schüler-Ring 83
89721 Kehl",Kehl,3,"83
89721 ",Germany
326,CARST,9,10/31/1996,11/26/1996,11/11/1996,3,85.9,NULL,"Antonia-Döring-Gasse 7
64973 Monschau",onschau,2,"7
64973 M",Germany
327,HARTU,5,11/1/1996,12/31/1996,12/6/1996,3,36.4,NULL,"Ignatz-Bolnbach-Gasse 8/4
58425 Ravensburg", Ravensburg,4,"8/4
58425",Germany
328,MUDE ,1,11/1/1996,12/28/1996,11/4/1996,2,85.3,NULL,"Gabriele-Rudolph-Platz 1/5
50734 Artern", Artern,4,"1/5
50734",Germany
